,log_coverage,log_conc,residuals
0,-3.9604932819023895,7.929418925714293,-0.07651867633960663
1,-6.087855860451485,5.929418925714293,0.12157505101136135
2,-6.180782757626345,5.929418925714293,0.04286465128655603
3,-4.98637044361176,6.929418925714293,0.05454881949260937
4,-4.954311003079171,6.929418925714293,0.08170362026601019
5,-4.983894969429854,6.929418925714293,0.05664558122995178
6,-3.969472457601109,7.929418925714293,-0.08412416549217738
7,-3.898746092800317,7.929418925714293,-0.02421793151906293
8,-6.028733027587809,5.929418925714293,0.17165292888138417
9,-3.8406946967152322,7.785329835010767,0.1690415149087272
10,-6.03005212016734,5.785329835010767,0.31462472946369235
11,-6.063565597580516,5.785329835010767,0.28623833883240124
12,-4.833712374995187,6.785329835010767,0.327941459193549
13,-4.890573673309039,6.785329835010767,0.27977913315856906
14,-4.912798415451365,6.785329835010767,0.26095446138983913
15,-3.8572502729188396,7.785329835010767,0.15501870708583887
16,-3.7720248023619587,7.785329835010767,0.22720588924951457
17,-6.0238497009021765,5.785329835010767,0.31987826653921925
18,-3.919640915217386,8.164352855784436,-0.27685007249074545
19,-6.605854394399301,6.164352855784437,-0.552110983168915
20,-6.564665252701898,6.164352855784437,-0.5172231960385245
21,-5.30805804556062,7.164352855784437,-0.4528590713540801
22,-5.064393454135512,7.164352855784437,-0.24647170695340836
23,-5.176507415925704,7.164352855784437,-0.3414338225035749
24,-3.8437325256957147,8.164352855784436,-0.2125545900915622
25,-4.212914293742864,8.164352855784436,-0.5252567830790493
26,-6.53967341339533,6.164352855784437,-0.4960547537308404
27,-3.871576697896998,7.939519252618618,-0.011305395644839678
28,-5.981862467072205,5.939519252618618,0.20125263141597216
29,-6.137701034316326,5.939519252618618,0.06925515497764234
30,-4.949362772688129,6.939519252618618,0.0757945146748904
31,-4.900582945448121,6.939519252618618,0.11711172010512616
32,-4.861102039768042,6.939519252618618,0.1505526071039549
33,-3.9072324461990826,7.939519252618618,-0.041506320099072624
34,-3.8600503377692625,7.939519252618618,-0.0015424051586840903
35,-7.087410651777478,4.939519252618618,0.2648376409375599
36,-6.087764092976399,5.939519252618618,0.11155245245980971
